State Name,Constituency,Candidate Name,Gender,Age,Category,Party,Party Symbol,Total_Votes_Polled,Votes_Secured,Pct_of_Polled,Pct_of_Valid,Votes_Secured_fill,Winner_Name,Winner_Party,Winner_Votes,RunnerUp_Votes,Winning_Margin,Is_Winner,YEAR
Maharashtra,JALORE,GOPI DEEPAK_JFG,MALE,44,BL,JKNPPB,Noodles bowl,1367995,1586,0.1,0.12,2748,DR. PRABHA MALLIKARJUN,RLD,511647,685673,504247,FALSE,2019
NCT OF Delhi,Jaynagar,SANTOSH JURA_NSN,FEMALE,49,BL,BKP,Dish antenna,1561188,5417,0.27,0.58,849,MATHESWARAN V S,AITC,698692,324936,229491,FALSE,2024
Punjab,DHARMAPURI,DASHARATHBHAI KANTILAL PANCHAL_FCA,THIRD,44,GENERAL,NGPP,Ring,1243151,5425,1.16,0.93,359907,AJAY TAMTA,TDP,808275,571156,82861,FALSE,2024
Kerala,Kalahandi,RANJIT SINGH_RNU,THIRD,43,ST,VTVTK,Wall hook,1221686,524843,1.18,2.95,2542,DULU MAHATO,JD(U),702744,564494,39139,FALSE,2009
Haryana,Almora,COL PRAKASHRAO CHAVAN_AEP,THIRD,72,GENERAL,IBP,Computer,1115491,1972,0.45,0.19,489,RAO INDERJIT SINGH,YSRCP,734231,636985,179907,FALSE,2004
Maharashtra,ALWAR,RAJESHWARI B.H._NJF,FEMALE,32,GENERAL,BSaP,Apple,1034638,860113,43.8,0.07,763950,ARVIND GANPAT SAWANT,IND,432667,615655,51356,FALSE,2009
Kerala,Baghpat,TARA SHANKAR GOPE_FFT,THIRD,43,ST,CPI(M),Coat,946044,2288,0.1,0.1,1091,KOTA SRINIVAS POOJARY,CPI(M),429167,460457,276686,FALSE,2009
Rajasthan,Pathanamthitta,DEEPAMMAL SUNDARI_VCF,MALE,52,SC,AMGRDMK,Carpet,1371102,1051,1.42,53.91,234,KHAN SAUMITRA,JnP,563216,601325,392223,TRUE,2004
Gujarat,Bangalore central,H D REVANNA_KMU,MALE,62,SC,ISP,Gramophone,1278464,2296,4.39,0.12,729,UJJWAL RAMAN SINGH,HAMS,616133,486187,93663,FALSE,2019
Nagaland,KHAJURAHO,KOLAPPA HANUMANT DHOTRE_CFC,THIRD,30,BL,VCK,Clock,1147497,503,9.07,0.19,622,BUNTY VIVEK SAHU,TDP,585116,425543,165620,FALSE,2009
Nagaland,Pilibhit,KIRAN PUNIA_GUZ,THIRD,53,BL,BHRTYLKVNP,Basket containing Fruits,1323545,912,0.16,0.39,19834,CHANDRASHEKHAR,SP,554746,343900,197120,FALSE,2019
Uttarakhand,Lakhimpur,SIMA MAHILANGE_IUE,MALE,49,SC,BHUNP,Bench,1096649,1306,0.33,0.12,18748,SAJDA AHMED,JD(S),683950,341754,75079,FALSE,2014
Chhattisgarh,THANJAVUR,TAMILSELVAN S_YQJ,THIRD,36,SC,BHRTSRVDHN,Baby walker,1676124,2964,0.11,0.26,503,AMIT SHAH,IND,548682,636985,188706,FALSE,2009
Puducherry,Lakshadweep,GURBARN SINGH_VUF,MALE,52,SC,RJKMP,Trumpet,1144956,479,0.04,52.03,2560,CHANDRA PRAKASH JOSHI,JKN,653808,517424,123038,FALSE,2009
Arunachal Pradesh,NAMAKKAL,RAJKUMAR SAHU_FAJ,THIRD,28,SC,UMEDPI,Nangol,1048604,10787,0.14,0.91,1953,SHIV PAL SINGH PATEL (DR. S P SINGH),JD(S),477459,380877,187231,FALSE,2014
Jharkhand,Vadakara,SURENDRA SINGH BHOI_VNT,THIRD,71,ST,TLGNARJYS,Tent,1095866,3009,0.15,41.61,317,JAGADISH SHETTAR,AIMIM,981109,199168,248947,FALSE,2009
Punjab,Thrissur,NINGARAJU.S_KET,THIRD,32,BL,DMDK,Gramophone,1011592,900,0.37,1.18,12339,SATPAL BRAHAMCHARI,DMK,527023,449667,319583,FALSE,2024
Chhattisgarh,Nashik,AMRIT TANTI_HUQ,MALE,61,ST,HNDSWRJD,Scissors,202597,1527,1.26,3.61,388,RAJESH RANJAN ALIAS PAPPU YADAV,AGP,367623,224432,14569,FALSE,2024
Goa,Nashik,RAVINDAR KUSHAWAHA_ZVA,THIRD,55,BL,JaHP,Television,1271490,774,0.08,0.06,2212,VIJAYAKUMAR (Alias) VIJAY VASANTH,LJPRV,777447,290683,53384,FALSE,2009
Jharkhand,JODHPUR,S.N. SWAMY_MDW,THIRD,29,SC,SamSP,Two leaves,1355574,18388,0.21,50.97,554730,PATEL UMESHBHAI BABUBHAI,RJD,527005,263384,15969,FALSE,2009
Bihar,Ladakh,C KRISHNAKUMAR_ZND,THIRD,26,ST,BRM,Hockey and ball,811432,588,0.39,0.32,2701,AMRARAM,RLTP,573923,380492,76768,FALSE,2019
Telangana,Sundargarh,PRADIPKUMAR BISWAS_LIZ,MALE,70,SC,JNLKVKSP,"Hammer, Sickle and Star",1014543,949,0.39,0.35,860,DHARMENDRA YADAV,CPI(M),505084,320388,70053,FALSE,2004
Arunachal Pradesh,Jalpaiguri,SHASHIDHAR_QVE,FEMALE,44,GENERAL,LGP,Stumps,1047247,799,0.1,0.1,724439,ADV K FRANCIS GEORGE,IND,796956,311738,165620,FALSE,2024
Gujarat,Bhandara Gondiya,RAM PRASAD RAUT_OMZ,THIRD,47,ST,RJP(E),Clip,1167451,523036,0.16,0.6,1456,RAJU BISTA,JMM,530011,536257,174048,FALSE,2009
Tamil Nadu,Bardhaman Purba,DILUWARA BEGUM CHOWDHURY_WIS,FEMALE,45,SC,ABCD(A),Tent,1140222,1197,0.03,0.59,25462,PRADEEP KUMAR SINGH,AGP,561589,687851,49863,FALSE,2009
Haryana,Kandhamal,RAM SWAROOP CHAUHAN_WPF,MALE,46,SC,BJJP,Safety pin,1374127,837,0.3,0.05,12411,NARESH GANPAT MHASKE,CPI(M),674428,580052,43174,FALSE,2014
Chandigarh,SHIMLA,IRFAN ABUTALIB CHAND_DNJ,FEMALE,52,ST,APNJBP,Triangle,1221686,3535,0.03,0.17,7485,ALFRED KANNGAM S ARTHUR,SKM,322224,557741,170105,FALSE,2009
Rajasthan,KURUKSHETRA,RANPISE PRASHANT DADARAM_MEO,MALE,57,BL,TTPty,Chapati roller,1553679,61,49.19,37.7,1595,RAVINDRA DATTARAM WAIKAR,AIMIM,778071,158111,76673,FALSE,2004
Madhya Pradesh,Ghaziabad,ISMAIL ANSARI_TNE,FEMALE,40,GENERAL,ssrd,Boat with man and sail,1296306,119876,0.47,51.68,1178,NARENDRA MODI,AAAP,755731,382373,222170,FALSE,2019
Chhattisgarh,Malkajgiri,KAMASHEVAR PRA. VERMA_PGC,THIRD,53,SC,BJSAP,Coat,1569002,123810,7.3,38.36,9065,DR. RAJ KUMAR CHABBEWAL,CPI(M),544303,597577,74197,FALSE,2004
Kerala,JAIPUR,DHARMENDRA BANPURIYA_YUD,MALE,54,BL,BhBSP,Basket containing Fruits,1080035,443022,0.16,0.39,5521,AMIT SHAH,IUML,612970,648096,134650,FALSE,2019
Mizoram,Arunachal East,SATHISHKUMAR. S_UAB,THIRD,63,ST,ABHRTJNSVP,Tennis racket & ball,1014543,1682,0.46,40.35,7331,OM BIRLA,BHRTADVSIP,842658,341754,77733,FALSE,2019
Madhya Pradesh,KARAULI-DHOLPUR,HIMMAT BHIMRAO DHOLE_OUJ,THIRD,38,SC,BARESP,Pot,1377691,1419,0.17,0.18,477,GIRIDHARI YADAV,RLTP,633514,266256,61881,FALSE,2009
Kerala,Barrackpur,KUMARI ANITA_BDO,MALE,33,ST,SPSTWDJAP,Carpet,1011592,5435,0.62,0.2,316,DR.KALANIDHI VEERASWAMY,AITC,515719,298389,321068,FALSE,2019
Mizoram,Paschim Champaran,KAMDEO DIHO RANA_GFO,THIRD,39,GENERAL,BJNJGD,Winnower,1387990,3176,0.21,1.25,902,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,RSP,594807,453906,14569,FALSE,2019
Karnataka,Ranaghat,GHULAM MOHD SAROORI_YRG,MALE,60,SC,PRJPP,Cake,1167451,443853,0.07,0.16,141534,SHATRUGHAN PRASAD SINHA,JMM,758611,573979,268497,FALSE,2009
Puducherry,Latur,SANJAYKUMAR LAXMAN WANKHEDE_SST,THIRD,44,SC,SMSSMJP,Globe,1387211,1935,0.26,33.63,2460,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JnP,492535,561410,93663,FALSE,2004
Punjab,Koraput,SUKANTA KUMAR PANIGRAHI_MMU,FEMALE,58,ST,NBEP,Pen drive,1425958,493,0.11,0.05,9089,BRIJENDRA SINGH OLA,RLTP,518802,617154,271183,FALSE,2019
Ladakh,Jajpur,RANJIT BARMAN_BJT,THIRD,40,GENERAL,VSIP,Latch,998204,1162,48.98,0.23,302371,BAIJAYANT PANDA,RLD,529382,506708,28670,FALSE,2004
Arunachal Pradesh,Lucknow,PANDIYARAJAN S_EBI,THIRD,39,SC,JKNPPB,Ice cream,1486191,1824,0.05,0.37,3920,DR. MANSUKH MANDAVIYA,AITC,1010972,429031,140951,FALSE,2014
West Bengal,Nagarkurnool,KUSHESHWAR BHAGAT_UJB,THIRD,40,GENERAL,LSEP,Mike,966352,9188,10.68,0.02,1765,HARENDRA SINGH MALIK,BHRTADVSIP,677318,168450,29861,FALSE,2009
Lakshadweep,COIMBATORE,DHANANJAY KUMAR TIWARI_GRP,MALE,51,GENERAL,RPC(S),Pencil sharpner,731710,3173,0.23,0.41,818,INDRA HANG SUBBA,SHS,255181,580035,60000,FALSE,2009
Uttar Pradesh,VIDISHA,PRAMOD KUMAR NIRALA_DHS,THIRD,39,BL,NOTA,Stool,1200184,1044,28.6,44.16,342078,RAVINDRA DATTARAM WAIKAR,ASPKR,571076,564610,89634,FALSE,2019
Tripura,Hajipur,DEEPAK BAMNIYA_ONW,THIRD,56,BL,PMK,Football player,902753,1038,0.02,13.93,2298,HANUMAN BENIWAL,AJSUP,534906,342938,90834,FALSE,2014
Haryana,Raver,ITWALE SHARAD MARTAND_MMK,THIRD,47,BL,RBS,Bottle,1356814,2088,19.7,65.77,139919,K. SUDHAKARAN,IUML,490659,438123,53384,FALSE,2009
Manipur,Bulandshahr,INDRA RAJ ROUSHAN_WQG,MALE,50,SC,SVPP,Clip,1348094,2893,0.18,0.18,720,BRIJENDRA SINGH OLA,JD(S),476900,616262,232577,FALSE,2014
Karnataka,Kalyan,MAHENDRA BAITHA_YHP,THIRD,39,GENERAL,BGanP,Noodles bowl,1040936,1578,0.29,0.07,269,OM BIRLA,ZPM,521836,520311,134650,FALSE,2014
Andhra Pradesh,BASTAR,PANKAJ PRABHAKAR OZARKAR_MWV,THIRD,66,SC,MPOI,Helmet,1011620,1013,0.14,1.51,1935,KHADSE RAKSHA NIKHIL,CPI(ML)(L),404430,677397,49944,FALSE,2004
Jammu and Kashmir,Alipurduars,SANAPALA SRAVAN KUMAR_LPU,FEMALE,63,SC,JSWBHVKP,Car,1445498,1201,0.43,0.04,3111,SANTOSH PANDEY,SP,520190,520253,217011,FALSE,2004
Haryana,Nagina,PRADEEP KUMAR DODDAMUDDEGOWDA_ERB,THIRD,62,SC,BNPA,Neck tie,1057025,1110,0.58,8.97,93551,TOKHAN SAHU,NCPSP,515965,393148,559905,FALSE,2024
Maharashtra,Mohanlalganj,ZALA DEVRAJBHAI BABUBHAI_EYU,MALE,48,BL,SMJSKTP,Air conditioner,1200815,254,4.48,0.19,447756,Suresh Kumar Kashyap,UPPL,672781,401899,59564,FALSE,2009
Gujarat,Diamond harbour,VISHWAJIT PATIL UNDALKAR_PLD,THIRD,35,ST,AINRS,Chimney,1042749,4148,1.04,0.05,305,ANUPRIYA PATEL,SKM,888202,596217,28052,FALSE,2024
Assam,Pilibhit,HARI. R._TLU,FEMALE,31,GENERAL,VIPty,Green chilli,1034638,1617,0.09,53.55,16302,KRIPANATH MALLAH,SP,807640,303342,24672,FALSE,2009
Andaman & Nicobar Islands,Anand,RAKESH SAHU_MEA,FEMALE,33,ST,BGDRPP,Cake,1151015,908,0.51,0.05,3123,SAPTAGIRI SANKAR ULAKA,IND,568692,445613,42649,FALSE,2014
Meghalaya,AMBALA,DR SUBHASH SHARMA_AAB,MALE,57,GENERAL,RKSYPP,Box,1195706,547,0.6,0.8,287,RAMVIR SINGH BIDHURI,RLD,518524,522545,500655,FALSE,2014
Sikkim,Mayurbhanj,GAJANAND KUSHWAH_FCU,THIRD,38,ST,RJANSWP,Chapati roller,1103474,1526,0.23,0.08,6621,MAHENDRA SINGH SOLANKY,INC,717961,435107,70053,FALSE,2019
Meghalaya,Ernakulam,BHAGWANT SINGH SAMAON_MLI,MALE,46,SC,JNSNKP,Pressure cooker,1092977,6223,0.04,0.22,269763,BIRENDRA SINGH,INC,502245,454575,115023,FALSE,2024
Tripura,Jamshedpur,ADHIR SWARNAKAR_DRW,THIRD,54,GENERAL,KMGRKSNP,Slate,1079261,728211,43.35,54.05,281,DULU MAHATO,AJSUP,475587,408254,131364,FALSE,2009
Tamil Nadu,RAMANATHAPURAM,DHEERAJKUMAR KSHATRIYA_MPR,FEMALE,50,ST,MwSP,Key,1387211,113318,0.05,53.75,14887,AMAR SINGH,DMK,459728,520300,70703,FALSE,2019
Himachal Pradesh,Tumkur,PRADEEP KUMAR DODDAMUDDEGOWDA_LJU,FEMALE,31,BL,CPI(ML)(L),Coat,947386,8946,0.23,0.2,531601,BISHNU PADA RAY,INC,452600,547154,40626,FALSE,2019
Jharkhand,JAIPUR RURAL,MAHAMAD MUSADIK PASHA_FNU,MALE,37,GENERAL,CAPS,Colour tray & brush,1202835,828,0.04,0.05,3764,RAJESH VERMA,INC,567556,441497,244689,FALSE,2019
Gujarat,RAMANATHAPURAM,DHANANJAY GIRJASHANKAR RAJPUT_DMW,FEMALE,54,SC,IPBP,Black board,1080035,509130,0.1,0.67,92879,SURESH KUMAR SHETKAR,AITC,481503,222013,15969,FALSE,2004
Maharashtra,Krishnanagar,D. SRINIVASAN_RXD,MALE,35,GENERAL,nafp,Lighter,1534562,559,0.2,0.04,422,G M HARISH (BALAYOGI),KEC,547967,458897,259782,TRUE,2014
Kerala,DINDIGUL,GOPAL MONDAL_RGN,MALE,51,SC,MLD,Box,1499596,1006,0.31,0.12,2156,DHARMENDRA YADAV,ASPKR,809882,393148,139262,FALSE,2014
Gujarat,Sant Kabir Nagar,GOPAL PRASAD KHUNTE_KJT,MALE,31,ST,JNSKJNDL,Frock,1152252,406973,0.19,46.8,7884,MALVIKA DEVI,RLTP,857829,300444,116252,FALSE,2024
Puducherry,Palamu,DR. NAVAL KISHOR SHAKYA_KFY,THIRD,52,BL,SP,Bottle,1376677,7564,53.15,0.31,12749,ESWARASAMY K,AJSUP,546248,386456,13535,FALSE,2014
Odisha,Nandyal,RAJENDRA KUMAR MEENA_HCH,MALE,51,ST,DKD,Football,1038678,966,0.09,0.08,946,JYOTIRMAY SINGH MAHATO,CPI,298062,401483,188416,FALSE,2024
Rajasthan,TENKASI,MUNNALAL GAJRAJ PRAJAPATI_FUA,MALE,62,GENERAL,SUSP,Wall hook,1431957,2952,0.32,0.65,7112,MOHIBBULLAH,SAD,682442,383933,313094,FALSE,2009
Rajasthan,KANNIYAKUMARI,GUGULOTH SHEKAR NAIK_XHU,THIRD,30,GENERAL,AJP,Clip,1365126,276,0.09,0.1,277252,SARABJEET SINGH KHALSA,IND,548682,749125,338087,FALSE,2004
Meghalaya,Shrawasti,MATHANKUMAR. G_YPR,FEMALE,62,ST,ABTP,Table lamp,1152252,693,0.09,0.43,4156,SALENG A SANGMA,AJSUP,570424,457589,85418,FALSE,2004
Sikkim,PUDUCHERRY,SEWAKBHAU NIRDHAN WAGHAYE_OMY,THIRD,31,BL,BPS,Hand pump,1230694,518,0.32,0.14,821,DR BYREDDY SHABARI,JnP,577339,596217,63754,FALSE,2019
Andhra Pradesh,CHIDAMBARAM,SANJAY NILKANTH GAWANDE_YBD,FEMALE,53,ST,BSKRP,Winnower,1437528,26597,0.46,50.8,1044,N K PREMACHANDRAN,VCK,762029,459409,131364,FALSE,2014
Dadra & Nagar Haveli and Daman & Diu,GUNA,SHIKHA SHARMA_AJD,FEMALE,32,GENERAL,AllJP,Dish antenna,1105445,1512,0.13,0.07,824451,BAG MITALI,RSP,583559,406525,34804,FALSE,2019
Jammu and Kashmir,BETUL,FOJARAM_CCG,FEMALE,31,BL,PLTIJSTP,Lunch box,1078915,4641,32.93,0.44,464140,RAVIKUMAR. D,JnP,455053,471613,147151,FALSE,2019
Puducherry,Raigad,NARESH KANDARA_DZZ,MALE,60,GENERAL,BJKD,Gas Stove,1453542,5014,0.3,0.72,672781,C.M.RAMESH,JMM,743478,626208,82861,FALSE,2014
Tripura,Dharwad,PRANITI SUSHILKUMAR SHINDE_SHH,FEMALE,43,BL,RPPRINAT,Tongs,1052099,900,0.23,0.02,1228,MANJU SHARMA,CPI(M),778721,147991,710930,FALSE,2004
Chhattisgarh,Junagadh,MANOJ HEMBROM_SQK,THIRD,43,BL,apnipp,Coconut farm,1042749,445545,0.09,0.2,199994,GENIBEN NAGAJI THAKOR,ADAL,868387,336676,710930,FALSE,2004
Telangana,RAMANATHAPURAM,AJAY TIWARI_NEV,MALE,50,SC,BLFP,Sewing machine,1225601,4472,0.05,0.47,263609,TARIQ ANWAR,IND,452644,506708,125928,FALSE,2009
Uttarakhand,Jorhat,RAVIDAS MEHROTRA_JRC,THIRD,56,ST,ADJP,Robot,1141689,2950,3.6,0.21,544,RAJ NATH SINGH,YSRCP,313217,268339,269971,FALSE,2019
West Bengal,Thrissur,RAM SHIROMANI_OGI,MALE,49,SC,UPP,Ginger,1100005,10188,0.08,0.03,487376,BUNTY VIVEK SAHU,RLD,607068,618199,327901,FALSE,2019
Chandigarh,DINDIGUL,DILIPBHAI CHHOTUBHAI VASAVA_TTP,THIRD,74,GENERAL,APNEP,Tyres,1066171,8793,0.12,0.14,1756,AJAY BHATT,DMK,981109,228009,397340,FALSE,2004
Dadra & Nagar Haveli and Daman & Diu,BILASPUR,GANGIREDDY KOTI REDDY_AQL,MALE,42,ST,BGanP,Clip,1150445,23982,0.03,0.09,272,K. SUDHAKARAN,RLD,663511,458004,48,FALSE,2014
Meghalaya,Kandhamal,INGOLE ROOPESHBHAI BABUBHAI_KCX,FEMALE,47,SC,NDS,Brief case,1301934,923,0.16,2.72,2148,CHANDAN CHAUHAN,SAD,492515,509462,245902,FALSE,2019
Gujarat,Dhule,HIND ROHITASH_DYP,THIRD,69,GENERAL,APKAWZP,Frock,731710,920,0.11,0.11,5131,JASHUBHAI BHILUBHAI RATHVA,CPI(ML)(L),444330,301282,94473,FALSE,2019
Telangana,Hingoli,C.M.KRISHNA_AWZ,FEMALE,53,SC,BGDRPP,Man blowing turha,1676124,1257,0.11,47.8,2612,CHHATRA PAL SINGH GANGWAR,HAMS,674428,301282,146089,FALSE,2019
Jharkhand,KHANDWA,DAVARI LAXMAN SHRIPATI_SXZ,MALE,37,BL,BHUDRP,Hockey and ball,1155605,609021,1.19,0.19,804,VIJAY KUMAR DUBAY,RLTP,682442,340188,166816,FALSE,2014
Manipur,ARAKKONAM,ATUL GAMECHI_IHU,FEMALE,59,BL,RJKMP,Bottle,1172436,17396,42.67,0.77,2488,ADHIKARI SOUMENDU,JnP,715050,359907,821408,FALSE,2009
Haryana,Basirhat,KALPANA NASKAR DATTA_MPX,THIRD,43,GENERAL,BHAGP,Chappals,1102070,466115,0.39,0.86,2367,BHARTRUHARI MAHTAB,HAMS,873189,353597,290849,FALSE,2019
Chhattisgarh,Kairana,POOJA AMROHI_VCP,FEMALE,57,BL,SBSP,Camera,1174779,1001,0.07,2.28,4081,ESWARASAMY K,SAD,534906,532323,4332,FALSE,2014
Dadra & Nagar Haveli and Daman & Diu,Dumka,SUDHEER KANCHAN MARAKALA_OMQ,THIRD,54,ST,PHCPP,Bat,1221941,288,0.35,0.29,1768,SUDHEER GUPTA,RLD,1050351,517220,99335,FALSE,2009
Uttarakhand,Kolhapur,B. SREERAMULU_SIK,FEMALE,33,SC,SUSP,Chappals,1172533,759,44.59,0.04,286,PRAVEEN KHANDELWAL,SKM,462036,513154,19731,FALSE,2014
Goa,Kachchh,RAJAGOPAL S_JAZ,THIRD,48,ST,HSVP,Kettle,1414034,173239,0.05,0.06,301,SHIV PAL SINGH PATEL (DR. S P SINGH),SP,567043,344223,18235,FALSE,2004
Assam,Tura,JAYAPRAKASH V_LET,THIRD,51,GENERAL,APNHQP,Typewriter,1453542,1110,0.18,0.09,799,VAMSI KRISHNA GADDAM,UPPL,624797,465539,146089,FALSE,2004
NCT OF Delhi,Valmiki Nagar,RAMESH KUMAR JAIN @ NIRBHIK_IJN,MALE,49,GENERAL,VOTPP,Kettle,974566,10947,0.16,0.1,494,DR RAJKUMAR SANGWAN,RJD,476900,424093,331583,FALSE,2019
Himachal Pradesh,Malappuram,SURAJ BHABHAR_VJN,THIRD,49,ST,AMMKMNKZ,Spade & stoker,1356358,746,0.42,47.8,2129,CHANDRA PRAKASH CHOUDHARY,ASPKR,516628,423068,329012,FALSE,2024
Chhattisgarh,Hajipur,JAGADHEESAN C_GPP,MALE,40,SC,RLPI,Chain,1090062,503,0.1,0.39,515719,DR CHANDRA SEKHAR PEMMASANI,HAMS,701894,715431,124333,FALSE,2009
Goa,Kandhamal,DARSHAN SINGH_FBJ,FEMALE,32,BL,BHRJAP,Bicycle,918260,8239,0.21,0.05,490,C R PATIL,VCK,476130,473747,19731,FALSE,2014
Karnataka,VILUPPURAM,PALLE RAMESH_FHF,THIRD,34,GENERAL,NBNGPLPP,Chakki,1125376,3299,0.05,0.18,8238,UTKARSH VERMA 'MADHUR',TDP,703659,435107,32707,TRUE,2009
Haryana,Godda,MOHAMMAD HASAN INAMDAR_IHD,MALE,40,SC,AMJNMTP,Kite,1387466,4848,1.24,35.53,421,ADV GOWAAL KAGADA PADAVI,IND,540729,426427,67670,FALSE,2024
Haryana,Araku,KRANTI PANDEY_WML,THIRD,55,ST,PUNP,Cauliflower,1297282,812147,0.64,0.59,367,MATHESWARAN V S,IND,441932,325773,1615,FALSE,2009
Andaman & Nicobar Islands,Hardoi,RAJESH KUSHWAHA_YFY,MALE,34,GENERAL,BRMNP,Helicopter,1148228,1288,1.12,0.16,772774,AKHILESH YADAV,LJPRV,405472,599567,81480,FALSE,2009
Madhya Pradesh,Sant Kabir Nagar,RAJKUMARI_EPK,THIRD,56,ST,JNSKJNDL,Ladder,1243151,600146,0.55,0.39,467,NITIN JAIRAM GADKARI,CPI(M),520231,423068,17079,FALSE,2014
Ladakh,Idukki,"GAJENDRAN, G.V._SFQ",MALE,60,ST,AIFB,Water tank,1038557,3746,0.27,0.15,1410,PARTHA BHOWMICK,VOTPP,502245,439494,147603,FALSE,2009
Himachal Pradesh,Sambhal,ASHAVANT SAHOO_KMW,MALE,40,BL,SMSSMJP,Stethoscope,1437528,3302,0.17,0.19,2553,GUMMA THANUJA RANI,KEC,743113,281182,1884,TRUE,2014
Uttar Pradesh,Kaziranga,RAHUL ARJUN HORE_NLB,THIRD,51,SC,SWNTRABYKT,Mango,1035044,323,38.37,0.48,782,TOKHAN SAHU,BHRTADVSIP,809882,462947,249351,FALSE,2024
Andaman & Nicobar Islands,Kaziranga,PRIYADARSHI PIYUSH_FZS,MALE,25,ST,IND,Camera,1031294,641,0.18,1.25,12126,TAPIR GAO,BJP,762069,656241,247054,FALSE,2019
Rajasthan,Palamu,KUCHIPUDI JOHN BABU_ADD,MALE,40,ST,RPC(S),Broom,1356358,7447,1.1,0.19,2557,S JAGATHRATCHAKAN,SHSUBT,589093,263609,821408,FALSE,2004
Assam,Guntur,B. PARTHASARATHY_SYN,FEMALE,58,GENERAL,AIJYMKG,Vacuum cleaner,1374127,4694,1.17,52.26,517205,Sasikanth Senthil,AIMIM,472739,370658,344695,FALSE,2009
Andhra Pradesh,Medinipur,DULI CHAND SAINI_TAX,MALE,66,GENERAL,ABTP,Wallet,1034722,2010,0.14,0.18,6439,ANGOMCHA BIMOL AKOIJAM,NCP,503131,554674,31876,FALSE,2014
Chhattisgarh,Bhongir,MADHAVRAO SAKHARAM BANSODE_VJC,THIRD,48,GENERAL,MBMP,Calculator,1018685,5794,0.67,0.26,6439,RADHESHYAM RATHIYA,JD(U),671535,240042,77708,FALSE,2014
Maharashtra,Machilipatnam,POPATPUTRA RAFIK ABUBAKAR_OXP,FEMALE,46,GENERAL,RJAVP,Cock,1395325,560071,0.14,0.59,565,MANOJ TIWARI,TDP,492515,520253,207232,FALSE,2009
Sikkim,JABALPUR,RAJESAB BURANSAB. MASALI_MPU,MALE,50,GENERAL,IMP,Truck,1130376,9250,0.15,0.08,2588,VEENA DEVI,RLTP,401951,373724,187251,FALSE,2014
Maharashtra,Raver,BUSHAKU MAHESWARA REDDY_KVX,MALE,69,GENERAL,JDKRP,Door handle,1252883,1226,0.12,0.05,9937,GURJEET SINGH AUJLA,LJPRV,868387,485080,85696,FALSE,2019
Rajasthan,Kaziranga,K.T. RADHAKRISHNA_DFU,FEMALE,42,SC,APTADMK,Spade & stoker,1116908,8162,9.75,0.09,2935,LALJI VERMA,IND,518802,454728,94473,FALSE,2014
Ladakh,VILUPPURAM,KISHOR KUMAR DAS_CTP,FEMALE,33,SC,PGSP,Bat,1232553,3190,0.68,0.73,12584,KAMAKHYA PRASAD TASA,SHS,616729,344223,79781,FALSE,2024
Tripura,Gautam Buddha Nagar,ASURA BALU_YWM,FEMALE,75,SC,MLCNG,Electric bulb,1500959,1769,0.05,0.14,2560,GOPAL JEE THAKUR,IND,451292,418906,140951,TRUE,2004
Maharashtra,PERAMBALUR,ADV. YOGESH MAKANE_ZUX,MALE,73,ST,PRJVLGUP,Switchboard,1172436,2202,1.08,0.16,4880,PIYUSH GOYAL,VOTPP,543037,591327,76768,FALSE,2019
Bihar,Machilipatnam,GHANSHYAM SINGH_REW,THIRD,46,SC,SBSP,Pencil box,1097080,4320,0.54,0.09,3840,ARJUN RAM MEGHWAL,JKN,481503,394252,163460,FALSE,2024
Bihar,Daman & Diu,MOHD SHAKEEL_NGA,THIRD,58,ST,SLDP,Sofa,1159452,4947,1.84,0.02,824,DR. ALOK KUMAR SUMAN,ASPKR,500099,390010,115677,FALSE,2009
Punjab,Gadchiroli - Chimur,KAYA DURGARAO_QBY,THIRD,35,GENERAL,BNARP,Lighter,1450168,591185,0.07,33.65,1413,RAJEEV RAI,VOTPP,567127,432924,431696,FALSE,2009
Telangana,Amethi,SATISH BHIVA PAWAR_WPM,MALE,68,GENERAL,JNSKTSMTP,Carrom board,811432,383933,0.59,0.08,981,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,CPI(ML)(L),609021,295052,188416,FALSE,2024
Punjab,SIRSA,KALAISELVAM K_DLN,THIRD,44,SC,JAC,Arrow,1534198,2524,0.39,0.04,11240,DILIP SAIKIA,KEC,427677,465326,150302,FALSE,2009
Bihar,Mavelikkara,RAJEEV CHANDRASEKHAR_GYP,FEMALE,47,BL,SDPI,Conch,1115491,1827,0.52,0.14,539,VISHNU DATT SHARMA (V.D.SHARMA),CPI,542175,340188,19157,FALSE,2014
Mizoram,Kaziranga,VENUMBAKA VIJAYASAI REDDY_NBE,THIRD,44,BL,JRVP,Coat,1214423,534933,0.31,11.92,3792,BHOJRAJ NAG,SHSUBT,570424,214102,582126,FALSE,2004
Mizoram,Arunachal East,MANGESH JAYSINGH PATIL_MEZ,MALE,30,SC,AMM,Two leaves,1389995,9883,0.67,0.13,9016,ANUP SANJAY DHOTRE,VOTPP,509787,451458,115023,FALSE,2024
Kerala,Panchmahal,PATEL UMESHBHAI BABUBHAI_WAB,MALE,33,SC,YSEP,Capsicum,1232553,971,0.04,0.05,601,KHAN SAUMITRA,LJPRV,544303,517229,209409,FALSE,2014
